transaction_id,timestamp,account_id,transaction_type,channel,amount,transaction_state,device_id,device_trusted,merchant_category,merchant_id,is_suspicious_simulated,suspicious_pattern,customer_age,home_state,monthly_income,account_age_days,typical_amount,customer_segment,customer_amount_mean,customer_amount_std,customer_amount_median,amount_zscore,transactions_1h,transactions_24h,hour,day_of_week,month,location_mismatch,rule_amount_zscore,rule_high_value,rule_velocity_1h,rule_unusual_hour,rule_new_device_location,rule_round_amount,rule_structuring,risk_score,alert_flag,risk_level,triggered_rules
TX-0013544,2025-01-01 00:50:00,ACC-00418,Boleto,App,1804.35,RJ,DEV-00418-A,1,Eletronicos,MER-0549,1,Horario incomum,64,RJ,5960.18,1182,563.86,Varejo,723.0668181818181,565.0402147625581,504.28999999999996,1.9136393367551012,1,1,0,Wednesday,2025-01,0,0,0,0,1,0,0,0,20,1,Alto,unusual_hour
TX-0048199,2025-01-01 01:45:00,ACC-01527,PIX,Internet Banking,1181.44,RS,DEV-01527-A,1,Eletronicos,MER-0029,1,Horario incomum,55,PR,4926.17,1533,369.2,Empresarial,1058.3795454545455,3234.578832970343,335.58000000000004,0.038045279122922805,1,1,1,Wednesday,2025-01,1,0,0,0,1,0,0,0,20,1,Alto,unusual_hour
TX-0048086,2025-01-01 01:58:00,ACC-01467,Cartao,E-commerce,616.9,SP,DEV-01467-A,1,Transporte,MER-0236,1,Horario incomum,26,SP,1758.82,1984,192.78,Digital,327.64916666666664,342.8500081340764,269.62,0.8436658202446874,1,1,1,Wednesday,2025-01,0,0,0,0,0,0,0,0,0,0,Baixo,Nenhuma
TX-0005663,2025-01-01 02:38:38,ACC-00211,PIX,App,1282.46,GO,DEV-00211-A,1,Restaurante,MER-0054,0,Normal,37,GO,2810.67,4996,411.66,Empresarial,427.7993333333333,395.8764391690865,245.34,2.1589076340600926,1,1,2,Wednesday,2025-01,0,0,0,0,1,0,0,0,20,1,Alto,unusual_hour
TX-0039710,2025-01-01 04:44:22,ACC-01019,Transferencia,App,499.89,MG,DEV-01019-A,1,Servicos,MER-0632,0,Normal,33,MG,5086.62,3260,158.85,Varejo,168.37800000000001,107.39722244530125,157.24,3.0867837403229226,1,1,4,Wednesday,2025-01,0,0,0,0,1,0,0,0,20,1,Alto,unusual_hour
TX-0011694,2025-01-01 04:53:00,ACC-01829,Cartao,Carteira digital,1036.13,SP,DEV-01829-A,1,Eletronicos,MER-0041,1,Horario incomum,18,SP,2131.4,4670,323.79,Digital,1096.825,3079.8707955508385,433.02,-0.019706995529708435,1,1,4,Wednesday,2025-01,0,0,0,0,0,0,0,0,0,0,Baixo,Nenhuma
TX-0033703,2025-01-01 05:28:03,ACC-02085,Cartao,POS,497.83,SP,DEV-02085-A,1,Mercado,MER-0062,0,Normal,65,SP,4726.56,4933,638.02,Digital,1325.7520000000002,2994.9402519012515,621.26,-0.27644023932511436,1,1,5,Wednesday,2025-01,0,0,0,0,0,0,0,0,0,0,Baixo,Nenhuma
TX-0042341,2025-01-01 05:45:31,ACC-00404,PIX,Internet Banking,367.9,DF,DEV-00404-A,1,Transporte,MER-0996,0,Normal,72,DF,5791.66,4897,433.76,Varejo,2400.35125,5131.901069207362,388.56,-0.39604256251064457,1,1,5,Wednesday,2025-01,0,0,0,0,0,0,0,0,0,0,Baixo,Nenhuma
TX-0031828,2025-01-01 06:14:07,ACC-00651,Boleto,Internet Banking,472.02,SP,DEV-00651-A,1,Transporte,MER-0900,0,Normal,47,SP,3616.97,1399,178.33,Varejo,326.79499999999996,318.35175196535636,317.935,0.4561777942274484,1,1,6,Wednesday,2025-01,0,0,0,0,0,0,0,0,0,0,Baixo,Nenhuma
TX-0019384,2025-01-01 06:17:55,ACC-01524,Boleto,App,126.73,SP,NEW-2043893,0,Restaurante,MER-0341,0,Normal,48,SP,1281.72,879,74.89,Digital,107.32608695652173,78.19597372447872,77.59,0.24814465655031553,1,1,6,Wednesday,2025-01,0,0,0,0,0,0,0,0,0,0,Baixo,Nenhuma
TX-0048941,2025-01-01 06:37:48,ACC-01562,Transferencia,App,129.82,MG,DEV-01562-A,1,Restaurante,MER-0834,0,Normal,55,MG,2677.81,1212,125.74,Varejo,119.71666666666665,83.76232128270244,89.84,0.12061907046766329,1,1,6,Wednesday,2025-01,0,0,0,0,0,0,0,0,0,0,Baixo,Nenhuma
TX-0034394,2025-01-01 06:40:00,ACC-02496,Transferencia,App,550.81,MG,DEV-02496-A,1,Eletronicos,MER-0043,0,Normal,61,MG,2894.26,3866,337.16,Varejo,416.33894736842103,336.4993248778886,305.34,0.3996176000661421,1,1,6,Wednesday,2025-01,0,0,0,0,0,0,0,0,0,0,Baixo,Nenhuma
TX-0014774,2025-01-01 07:08:39,ACC-01888,Transferencia,App,120.19,SP,DEV-01888-A,1,Viagem,MER-0710,0,Normal,55,SP,4153.42,3578,300.16,Varejo,436.6666666666667,307.8894539011192,387.255,-1.0278905712967528,1,1,7,Wednesday,2025-01,0,0,0,0,0,0,0,0,0,0,Baixo,Nenhuma
TX-0024914,2025-01-01 07:17:34,ACC-01909,Boleto,Internet Banking,1188.69,GO,DEV-01909-A,1,Transporte,MER-1140,0,Normal,20,GO,9731.39,3177,1460.31,Empresarial,4515.773125,7150.012503523537,1893.38,-0.4653254974533832,1,1,7,Wednesday,2025-01,0,0,0,0,0,0,0,0,0,0,Baixo,Nenhuma
TX-0046477,2025-01-01 07:23:11,ACC-01005,Cartao,E-commerce,227.6,SP,DEV-01005-A,1,Viagem,MER-0695,0,Normal,73,SP,1787.46,2445,216.87,Digital,231.715,144.413317662125,213.79,-0.028494601928802873,1,1,7,Wednesday,2025-01,0,0,0,0,0,0,0,0,0,0,Baixo,Nenhuma
TX-0001449,2025-01-01 07:25:52,ACC-02041,PIX,Internet Banking,1518.41,BA,NEW-1671094,0,Eletronicos,MER-1122,0,Normal,47,BA,10400.04,1071,1172.04,Varejo,1722.5480952380954,1594.590588513613,1389.53,-0.12801912710922322,1,1,7,Wednesday,2025-01,0,0,0,0,0,0,0,0,0,0,Baixo,Nenhuma
TX-0009624,2025-01-01 07:51:08,ACC-01278,Transferencia,Internet Banking,163.62,BA,DEV-01278-A,1,Outros,MER-0061,0,Normal,46,BA,2474.32,107,165.28,Digital,178.02965517241378,138.8251604275464,143.87,-0.10379714403380254,1,1,7,Wednesday,2025-01,0,0,0,0,0,0,0,0,0,0,Baixo,Nenhuma
TX-0002157,2025-01-01 08:02:26,ACC-00041,Saque,ATM,151.76,SC,NEW-9711898,0,Outros,MER-0023,0,Normal,40,SC,4371.55,4056,365.34,Digital,433.7569230769231,344.86452409917996,343.9,-0.8177034846176967,1,1,8,Wednesday,2025-01,0,0,0,0,0,0,0,0,0,0,Baixo,Nenhuma
TX-0017581,2025-01-01 08:07:06,ACC-01556,Boleto,Internet Banking,93.3,PR,DEV-01556-A,1,Restaurante,MER-1115,0,Normal,48,PR,2821.8,2785,188.33,Varejo,251.1555,286.2943166058129,104.55,-0.5513748993394963,1,1,8,Wednesday,2025-01,0,0,0,0,0,0,0,0,0,0,Baixo,Nenhuma
TX-0022455,2025-01-01 08:08:11,ACC-00754,PIX,App,180.74,DF,DEV-00754-A,1,Servicos,MER-0173,0,Normal,55,DF,1911.78,2393,145.61,Varejo,1270.2367857142856,4020.176930514979,157.025,-0.27100717320287754,1,1,8,Wednesday,2025-01,0,0,0,0,0,0,0,0,0,0,Baixo,Nenhuma
TX-0019745,2025-01-01 08:19:33,ACC-00589,Boleto,App,1609.64,SP,DEV-00589-A,1,Eletronicos,MER-0350,0,Normal,76,SP,6979.95,4490,774.18,Empresarial,753.2584210526315,500.5939032485221,623.99,1.7107311403315555,1,1,8,Wednesday,2025-01,0,0,0,0,0,0,0,0,0,0,Baixo,Nenhuma
TX-0044249,2025-01-01 08:19:37,ACC-02419,Cartao,Carteira digital,695.24,GO,DEV-02419-A,1,Transporte,MER-0615,0,Normal,74,GO,5932.93,2150,893.68,Varejo,1023.0985714285714,684.3579375330941,765.315,-0.47907469680326004,1,1,8,Wednesday,2025-01,0,0,0,0,0,0,0,0,0,0,Baixo,Nenhuma
TX-0012413,2025-01-01 08:21:24,ACC-01676,Cartao,E-commerce,423.61,PR,DEV-01676-A,1,Outros,MER-0047,0,Normal,66,PR,3488.15,1241,394.4,Digital,576.9026086956521,478.6651465103705,423.61,-0.3202501995668719,1,1,8,Wednesday,2025-01,0,0,0,0,0,0,0,0,0,0,Baixo,Nenhuma
TX-0002012,2025-01-01 08:22:22,ACC-01024,Cartao,POS,384.5,PE,DEV-01024-A,1,Restaurante,MER-0433,0,Normal,27,PE,10094.62,2217,602.02,Varejo,584.7723333333332,531.0466013688462,457.55,-0.3771276057828137,1,1,8,Wednesday,2025-01,0,0,0,0,0,0,0,0,0,0,Baixo,Nenhuma
TX-0015717,2025-01-01 08:39:48,ACC-00953,PIX,App,1435.34,MG,DEV-00953-A,1,Servicos,MER-0948,0,Normal,77,RS,5861.67,4969,493.52,Varejo,1360.3647368421052,3404.5918292376973,430.78,0.022021806700594112,1,1,8,Wednesday,2025-01,1,0,0,0,0,0,0,0,0,0,Baixo,Nenhuma
TX-0019770,2025-01-01 08:42:27,ACC-01139,PIX,Internet Banking,742.08,SP,DEV-01139-A,1,Viagem,MER-1005,0,Normal,52,SP,6986.47,1350,795.74,Digital,765.56,657.2007685631538,569.91,-0.035727286277121253,1,1,8,Wednesday,2025-01,0,0,0,0,0,0,0,0,0,0,Baixo,Nenhuma
TX-0024611,2025-01-01 09:07:10,ACC-01897,Cartao,POS,57.65,SC,DEV-01897-A,1,Outros,MER-1123,0,Normal,75,SC,2228.87,4457,144.95,Digital,194.46592592592592,171.53753312679146,133.71,-0.797585947705094,1,1,9,Wednesday,2025-01,0,0,0,0,0,0,0,0,0,0,Baixo,Nenhuma
TX-0012157,2025-01-01 09:08:16,ACC-02424,PIX,App,66.57,SP,DEV-02424-A,1,Restaurante,MER-0751,0,Normal,39,SP,2282.68,433,138.25,Varejo,128.5329411764706,87.57226057410432,115.15,-0.707563568306394,1,1,9,Wednesday,2025-01,0,0,0,0,0,0,0,0,0,0,Baixo,Nenhuma
TX-0002732,2025-01-01 09:09:43,ACC-01248,PIX,Internet Banking,350.03,BA,NEW-5121492,0,Restaurante,MER-0919,0,Normal,72,BA,1828.06,614,274.47,Digital,369.7826086956522,293.0770780283109,282.37,-0.06739731687151643,1,1,9,Wednesday,2025-01,0,0,0,0,0,0,0,0,0,0,Baixo,Nenhuma
TX-0029970,2025-01-01 09:18:29,ACC-02399,Cartao,Carteira digital,1287.1,SP,DEV-02399-A,1,Outros,MER-1023,0,Normal,27,SP,7866.3,4143,1226.34,Digital,1712.60875,1038.0491841647004,1339.24,-0.4099119352831046,1,1,9,Wednesday,2025-01,0,0,0,0,0,0,0,0,0,0,Baixo,Nenhuma
TX-0029347,2025-01-01 09:22:57,ACC-01530,Cartao,Carteira digital,85.57,RJ,DEV-01530-A,1,Transporte,MER-0752,0,Normal,51,RJ,1576.8,197,215.31,Varejo,219.41,142.40822332142625,183.175,-0.9398333669110729,1,1,9,Wednesday,2025-01,0,0,0,0,0,0,0,0,0,0,Baixo,Nenhuma
TX-0020010,2025-01-01 09:24:30,ACC-00198,Cartao,E-commerce,142.98,SP,DEV-00198-A,1,Restaurante,MER-0030,0,Normal,20,SP,4870.0,1970,136.32,Varejo,132.82954545454547,63.91728229496327,114.28999999999999,0.15880610346686136,1,1,9,Wednesday,2025-01,0,0,0,0,0,0,0,0,0,0,Baixo,Nenhuma
TX-0015669,2025-01-01 09:35:08,ACC-00630,Cartao,Carteira digital,1806.13,RJ,DEV-00630-A,1,Transporte,MER-0346,0,Normal,24,RJ,7341.36,4428,500.72,Varejo,571.5918518518519,442.482825264587,499.68,2.79002500811177,1,1,9,Wednesday,2025-01,0,0,0,0,0,0,0,0,0,0,Baixo,Nenhuma
